customer_id,name,gender,date_of_birth,occupation,city,state,risk_score,age
60,Krishna Gowda,Male,06-06-1964,Teacher,Aurangabad,Maharashtra,0.37,59
61,Myra Kapoor,Female,03-04-2006,Student,Bhopal,Madhya Pradesh,0.49,17
62,Reyansh Banerjee,Male,14-08-1952,Retired,Bhopal,Madhya Pradesh,0.65,71
63,Sanjana Menon,Female,09-08-1965,Teacher,Vadodara,Gujarat,0.26,58
64,Sanjana Bose,Other,09-08-1983,Self-employed,Howrah,West Bengal,0.59,40
65,Rohan Reddy,Male,18-12-1985,Doctor,Jaipur,Rajasthan,0.09,38
66,Arnav Singh,Male,04-02-1957,Retired,Srinagar,Jammu & Kashmir,0.45,66
67,Rohan Banerjee,Male,19-02-1999,Salaried,Gwalior,Madhya Pradesh,0.19,24
68,Arjun Reddy,Other,08-10-1954,Retired,Amritsar,Punjab,0.46,69
69,Priya Jain,Female,04-12-2000,Government Employee,Indore,Madhya Pradesh,0.29,23
70,Sai Gupta,Male,20-12-2007,Student,Srinagar,Jammu & Kashmir,0.08,16
71,Myra Das,Female,19-11-1978,Salaried,Jodhpur,Rajasthan,0.43,45
72,Riya Kapoor,Other,20-05-1998,Self-employed,Ranchi,Jharkhand,0.45,25
73,Myra Iyer,Female,03-08-1943,Retired,Coimbatore,Tamil Nadu,0.85,80
74,Aarav Gupta,Other,27-11-2005,Student,Pimpri-Chinchwad,Maharashtra,0.09,18
75,Reyansh Das,Male,21-07-1984,Engineer,Aurangabad,Maharashtra,0.47,39
76,Sneha Patel,Female,22-05-1955,Retired,Meerut,Uttar Pradesh,0.08,68
77,Vihaan Iyer,Male,15-09-2007,Student,Rajkot,Gujarat,0.22,16
78,Ananya Nair,Female,07-03-1957,Retired,Vasai-Virar,Maharashtra,0.16,66
79,Ishaan Patel,Other,08-02-2006,Student,Pune,Maharashtra,0.9,17
80,Anika Jain,Other,16-08-1973,Lawyer,Bhopal,Madhya Pradesh,0.55,50
81,Sanjana Singh,Female,11-07-1972,Salaried,Dhanbad,Jharkhand,0.79,51
82,Kiara Shetty,Female,18-08-1945,Retired,Srinagar,Jammu & Kashmir,0.35,78
83,Sara Khan,Other,02-07-1958,Retired,Ghaziabad,Uttar Pradesh,0.68,65
84,Sara Nair,Female,17-03-1944,Retired,Howrah,West Bengal,0.83,79
85,Anika Singh,Female,11-05-1988,Teacher,Jabalpur,Madhya Pradesh,0.63,35
86,Kiara Bose,Female,28-08-1967,Teacher,Navi Mumbai,Maharashtra,0.61,56
87,Shaurya Jain,Male,25-02-1996,Business Owner,Gwalior,Madhya Pradesh,0.45,27
88,Vihaan Chopra,Other,20-08-2001,Student,Bhopal,Madhya Pradesh,0.42,22
89,Vivaan Patel,Other,16-04-1959,Retired,Howrah,West Bengal,0.26,64
90,Priya Sharma,Other,10-09-1957,Retired,Vasai-Virar,Maharashtra,0.94,66
91,Priya Kapoor,Female,17-10-1960,Retired,Bhopal,Madhya Pradesh,0.56,63
92,Krishna Sharma,Other,25-11-1972,Teacher,Hyderabad,Telangana,0.8,51
93,Nisha Gowda,Female,09-10-1979,Doctor,Madurai,Tamil Nadu,0.62,44
94,Krishna Das,Other,15-01-2003,Student,Ghaziabad,Uttar Pradesh,0.21,20
95,Shaurya Menon,Male,09-03-1943,Retired,Srinagar,Jammu & Kashmir,0.72,80
96,Ananya Gupta,Female,22-12-1979,Self-employed,Meerut,Uttar Pradesh,0.38,44
97,Sneha Das,Female,12-11-1974,Doctor,Kolkata,West Bengal,0.47,49
98,Kavya Chopra,Other,27-11-1979,Government Employee,Varanasi,Uttar Pradesh,0.63,44
99,Rohan Banerjee,Male,05-09-1995,Salaried,Faridabad,Haryana,0.38,28
100,Kavya Naidu,Other,04-11-1988,Government Employee,Aurangabad,Maharashtra,0.9,35
101,Nisha Das,Female,27-02-1948,Retired,Nashik,Maharashtra,0.86,75
102,Sai Khan,Other,21-04-1949,Retired,Gwalior,Madhya Pradesh,0.1,74
103,Sara Shetty,Female,07-09-1999,Business Owner,Howrah,West Bengal,0.78,24
104,Ayaan Gowda,Male,11-07-2000,Salaried,Navi Mumbai,Maharashtra,0.77,23
105,Aarav Singh,Male,22-01-2002,Student,Ghaziabad,Uttar Pradesh,0.21,21
106,Sai Kumar,Male,17-06-1947,Retired,Howrah,West Bengal,0.46,76
107,Aarav Rao,Male,02-01-1969,Lawyer,Srinagar,Jammu & Kashmir,0.43,55
108,Shaurya Das,Male,03-03-1997,Salaried,Jaipur,Rajasthan,0.61,26
109,Reyansh Iyer,Other,20-09-1940,Retired,Kalyan-Dombivli,Maharashtra,0.76,83
110,Reyansh Bose,Male,14-04-1952,Retired,Ludhiana,Punjab,0.41,71
111,Reyansh Rao,Other,16-11-1960,Retired,Ahmedabad,Gujarat,0.8,63
112,Arnav Menon,Male,18-09-2000,Self-employed,Ludhiana,Punjab,0.42,23
113,Dhruv Verma,Other,17-10-1968,Engineer,Indore,Madhya Pradesh,0.64,55
114,Vivaan Bose,Male,08-10-1993,Doctor,Kalyan-Dombivli,Maharashtra,0.93,30
115,Ishita Bose,Other,24-12-2005,Student,Vadodara,Gujarat,0.37,18
116,Krishna Rao,Male,01-11-1999,Teacher,Chennai,Tamil Nadu,0.24,24
117,Kavya Menon,Female,20-10-1966,Engineer,Chennai,Tamil Nadu,0.19,57
118,Sai Das,Other,09-07-1945,Retired,Indore,Madhya Pradesh,0.15,78
119,Avni Shetty,Female,08-01-1940,Retired,Meerut,Uttar Pradesh,0.06,84
120,Sara Singh,Female,16-01-1970,Engineer,Kalyan-Dombivli,Maharashtra,0.17,53
121,Sneha Bose,Other,02-12-1998,Doctor,Kalyan-Dombivli,Maharashtra,0.46,25
122,Krishna Naidu,Male,10-07-1956,Retired,Pune,Maharashtra,0.07,67
123,Ananya Menon,Female,14-04-1952,Retired,Howrah,West Bengal,0.52,71
124,Myra Chopra,Female,17-02-1965,Business Owner,Gwalior,Madhya Pradesh,0.53,58
125,Vivaan Menon,Male,07-05-1977,Self-employed,Kanpur,Uttar Pradesh,0.73,46
126,Anika Das,Other,21-10-1950,Retired,Gwalior,Madhya Pradesh,0.83,73
127,Arjun Banerjee,Other,23-02-1961,Retired,Agra,Uttar Pradesh,0.12,62
128,Anika Menon,Female,20-02-1998,Engineer,Coimbatore,Tamil Nadu,0.4,25
129,Avni Verma,Other,12-08-1965,Salaried,Surat,Gujarat,0.46,58
130,Sneha Yadav,Female,15-08-2002,Student,Amritsar,Punjab,0.6,21
131,Priya Naidu,Female,11-11-2001,Student,Ahmedabad,Gujarat,0.14,22
132,Sanjana Rao,Other,22-10-1988,Government Employee,Surat,Gujarat,0.33,35
133,Ayaan Singh,Other,21-07-1997,Government Employee,Ludhiana,Punjab,0.65,26
134,Riya Yadav,Other,12-01-1953,Retired,Vadodara,Gujarat,0.91,71
135,Ananya Khan,Female,28-05-1990,Business Owner,Kolkata,West Bengal,0.74,33
136,Vihaan Rao,Other,06-03-1991,Doctor,Kanpur,Uttar Pradesh,0.7,32
137,Reyansh Reddy,Male,22-05-1951,Retired,Navi Mumbai,Maharashtra,0.33,72
138,Nisha Menon,Female,25-05-1951,Retired,Faridabad,Haryana,0.52,72
139,Ayaan Gowda,Male,28-08-1975,Self-employed,Nashik,Maharashtra,0.89,48
140,Sara Kumar,Other,15-05-1997,Engineer,Dhanbad,Jharkhand,0.8,26
141,Aditya Das,Male,17-07-2004,Student,Nashik,Maharashtra,0.4,19
142,Vivaan Kumar,Male,23-08-2005,Student,Jaipur,Rajasthan,0.45,18
143,Aarav Kapoor,Male,20-12-1988,Business Owner,Amritsar,Punjab,0.15,35
144,Anika Reddy,Female,20-08-1949,Retired,Navi Mumbai,Maharashtra,0.62,74
145,Krishna Naidu,Other,12-01-2004,Student,Jodhpur,Rajasthan,0.52,19
146,Sanjana Yadav,Female,02-08-2005,Student,Gwalior,Madhya Pradesh,0.93,18
147,Ishita Gupta,Female,04-11-1977,Doctor,Howrah,West Bengal,0.17,46
148,Kiara Nair,Female,21-08-1948,Retired,Kanpur,Uttar Pradesh,0.11,75
149,Anika Khan,Female,10-11-2004,Student,Navi Mumbai,Maharashtra,0.28,19
150,Sara Verma,Other,13-07-2005,Student,Vasai-Virar,Maharashtra,0.36,18
151,Ishaan Menon,Male,14-12-1973,Lawyer,Chennai,Tamil Nadu,0.59,50
152,Vivaan Kumar,Male,15-05-1966,Salaried,Coimbatore,Tamil Nadu,0.2,57
153,Myra Menon,Female,03-01-1952,Retired,Jodhpur,Rajasthan,0.38,72
154,Aarav Singh,Other,08-02-1951,Retired,Vijayawada,Andhra Pradesh,0.38,72
155,Priya Das,Other,19-02-1960,Retired,Jaipur,Rajasthan,0.38,63
156,Nisha Kumar,Female,11-04-2006,Student,Pune,Maharashtra,0.75,17
157,Diya Jain,Other,28-01-1948,Retired,Kota,Rajasthan,0.95,75
158,Reyansh Rao,Other,10-05-1999,Doctor,Lucknow,Uttar Pradesh,0.76,24
159,Avni Singh,Other,19-09-1944,Retired,Nashik,Maharashtra,0.77,79
160,Arjun Jain,Other,27-07-1946,Retired,Ranchi,Jharkhand,0.16,77
161,Ananya Das,Female,21-09-1963,Retired,Howrah,West Bengal,0.74,60
162,Shaurya Verma,Male,06-03-1941,Retired,Ghaziabad,Uttar Pradesh,0.36,82
163,Sara Gupta,Other,09-09-1982,Engineer,Jaipur,Rajasthan,0.6,41
164,Arjun Shetty,Male,24-10-1988,Government Employee,Coimbatore,Tamil Nadu,0.81,35
165,Arjun Verma,Other,14-10-1974,Government Employee,Jabalpur,Madhya Pradesh,0.5,49
166,Ishita Jain,Other,20-03-1959,Retired,Vadodara,Gujarat,0.12,64
167,Ishaan Das,Male,28-06-1964,Business Owner,Kota,Rajasthan,0.71,59
168,Kavya Menon,Female,04-08-1994,Lawyer,Pimpri-Chinchwad,Maharashtra,0.27,29
169,Dhruv Gowda,Male,27-03-1976,Teacher,Ghaziabad,Uttar Pradesh,0.7,47
170,Ishaan Yadav,Male,01-08-1944,Retired,Chennai,Tamil Nadu,0.5,79
171,Aarav Verma,Male,22-11-1944,Retired,Srinagar,Jammu & Kashmir,0.53,79
172,Shaurya Kapoor,Male,02-07-1956,Retired,Ranchi,Jharkhand,0.23,67
173,Sneha Das,Other,22-10-1972,Lawyer,Jabalpur,Madhya Pradesh,0.17,51
174,Sai Menon,Male,17-07-1982,Self-employed,Bengaluru,Karnataka,0.09,41
175,Sneha Das,Other,11-10-1942,Retired,Lucknow,Uttar Pradesh,0.94,81
176,Nisha Chopra,Other,19-12-1942,Retired,Vadodara,Gujarat,0.78,81
177,Priya Shetty,Female,21-05-2004,Student,Howrah,West Bengal,0.25,19
178,Arjun Yadav,Male,08-11-1959,Retired,Bengaluru,Karnataka,0.9,64
179,Vivaan Naidu,Male,17-07-1955,Retired,Jabalpur,Madhya Pradesh,0.84,68
180,Ananya Singh,Other,16-11-1981,Lawyer,Amritsar,Punjab,0.33,42
181,Sai Chopra,Male,22-12-1962,Retired,Vijayawada,Andhra Pradesh,0.6,61
182,Rohan Bose,Male,25-05-1979,Engineer,Patna,Bihar,0.67,44
183,Sanjana Kapoor,Female,13-09-1992,Engineer,Meerut,Uttar Pradesh,0.91,31
184,Arnav Gupta,Male,16-12-1951,Retired,Indore,Madhya Pradesh,0.8,72
185,Myra Kapoor,Female,08-10-1994,Self-employed,Bhopal,Madhya Pradesh,0.65,29
186,Vihaan Kumar,Other,22-02-1965,Teacher,Jaipur,Rajasthan,0.92,58
187,Shaurya Banerjee,Male,02-03-1947,Retired,Patna,Bihar,0.87,76
188,Aditya Bose,Male,20-10-2004,Student,Meerut,Uttar Pradesh,0.22,19
189,Riya Jain,Other,09-06-2004,Student,Patna,Bihar,0.94,19
190,Kiara Singh,Other,11-02-1948,Retired,Lucknow,Uttar Pradesh,0.63,75
191,Reyansh Jain,Other,13-11-1983,Government Employee,Kalyan-Dombivli,Maharashtra,0.35,40
192,Kavya Singh,Female,05-11-1951,Retired,Faridabad,Haryana,0.45,72
193,Diya Shetty,Female,23-06-2006,Student,Bhopal,Madhya Pradesh,0.65,17
194,Avni Yadav,Female,12-05-1992,Engineer,Jabalpur,Madhya Pradesh,0.25,31
195,Ishaan Gowda,Male,25-08-1954,Retired,Navi Mumbai,Maharashtra,0.74,69
196,Sara Gupta,Other,03-06-1950,Retired,Ranchi,Jharkhand,0.11,73
197,Rahul Shetty,Other,15-09-1988,Lawyer,Pune,Maharashtra,0.7,35
198,Ananya Verma,Female,26-07-1964,Salaried,Hyderabad,Telangana,0.47,59
199,Priya Kapoor,Female,06-09-2006,Student,Agra,Uttar Pradesh,0.54,17
200,Vihaan Banerjee,Male,19-02-2004,Student,Vijayawada,Andhra Pradesh,0.39,19
201,Riya Iyer,Female,28-11-1997,Teacher,Navi Mumbai,Maharashtra,0.64,26
202,Priya Yadav,Female,10-01-1979,Self-employed,Varanasi,Uttar Pradesh,0.43,45
203,Nisha Das,Female,02-02-2002,Student,Jodhpur,Rajasthan,0.6,21
204,Vihaan Gowda,Male,08-04-2001,Student,Hyderabad,Telangana,0.72,22
205,Sanjana Khan,Female,19-08-2003,Student,Ranchi,Jharkhand,0.57,20
206,Ishaan Jain,Other,09-05-1941,Retired,Hyderabad,Telangana,0.9,82
207,Ishita Rao,Other,21-06-1944,Retired,Jodhpur,Rajasthan,0.76,79
208,Priya Singh,Female,16-09-1959,Retired,Bhopal,Madhya Pradesh,0.32,64
209,Riya Verma,Other,17-09-1955,Retired,Jaipur,Rajasthan,0.27,68
210,Shaurya Das,Male,02-04-1996,Doctor,Pimpri-Chinchwad,Maharashtra,0.66,27
211,Rahul Shetty,Other,10-06-1980,Lawyer,Mumbai,Maharashtra,0.89,43
212,Riya Reddy,Other,18-04-1981,Government Employee,Ghaziabad,Uttar Pradesh,0.39,42
213,Krishna Kapoor,Other,04-08-1942,Retired,Srinagar,Jammu & Kashmir,0.87,81
214,Aadhya Reddy,Female,19-10-2005,Student,Rajkot,Gujarat,0.19,18
215,Kiara Reddy,Female,27-12-1957,Retired,Aurangabad,Maharashtra,0.2,66
216,Sanjana Banerjee,Female,27-02-2000,Self-employed,Jodhpur,Rajasthan,0.74,23
217,Nisha Gupta,Female,12-08-2006,Student,Hyderabad,Telangana,0.64,17
218,Rahul Sharma,Male,21-04-2000,Salaried,Delhi,Delhi,0.78,23
219,Riya Patel,Other,07-04-1995,Salaried,Jabalpur,Madhya Pradesh,0.28,28
220,Sneha Menon,Female,08-12-1949,Retired,Vadodara,Gujarat,0.64,74
221,Arjun Iyer,Other,21-01-1959,Retired,Mumbai,Maharashtra,0.12,64
222,Ishita Shetty,Female,07-04-1940,Retired,Raipur,Chhattisgarh,0.48,83
223,Reyansh Kapoor,Male,01-06-2003,Student,Indore,Madhya Pradesh,0.73,20
224,Riya Gupta,Other,27-10-1987,Engineer,Faridabad,Haryana,0.35,36
225,Sanjana Gupta,Other,08-07-1963,Retired,Ahmedabad,Gujarat,0.59,60
226,Ayaan Chopra,Other,23-02-2004,Student,Thane,Maharashtra,0.55,19
227,Avni Shetty,Female,26-05-1997,Teacher,Bhopal,Madhya Pradesh,0.12,26
228,Arjun Iyer,Male,15-05-2007,Student,Nashik,Maharashtra,0.14,16
229,Sai Bose,Male,12-02-1955,Retired,Allahabad,Uttar Pradesh,0.59,68
230,Anika Jain,Female,18-12-1958,Retired,Bhopal,Madhya Pradesh,0.52,65
231,Sai Jain,Other,14-03-1944,Retired,Pimpri-Chinchwad,Maharashtra,0.32,79
232,Arnav Nair,Male,13-05-1954,Retired,Mumbai,Maharashtra,0.35,69
233,Shaurya Chopra,Other,23-10-1990,Teacher,Nagpur,Maharashtra,0.33,33
234,Diya Nair,Female,19-05-1961,Retired,Meerut,Uttar Pradesh,0.15,62
235,Vivaan Rao,Other,23-08-2004,Student,Indore,Madhya Pradesh,0.77,19
236,Priya Banerjee,Other,05-11-1969,Self-employed,Kota,Rajasthan,0.76,54
237,Krishna Banerjee,Male,14-12-1956,Retired,Navi Mumbai,Maharashtra,0.76,67
238,Sara Bose,Female,22-04-1997,Government Employee,Jodhpur,Rajasthan,0.2,26
239,Priya Nair,Other,04-07-1965,Teacher,Mumbai,Maharashtra,0.28,58
240,Kavya Shetty,Other,15-07-1979,Government Employee,Madurai,Tamil Nadu,0.19,44
241,Rohan Naidu,Male,05-12-1993,Salaried,Agra,Uttar Pradesh,0.36,30
242,Vivaan Banerjee,Male,11-08-1951,Retired,Ahmedabad,Gujarat,0.09,72
243,Ishita Kumar,Other,06-09-1976,Self-employed,Ludhiana,Punjab,0.43,47
244,Avni Patel,Female,20-12-1952,Retired,Nagpur,Maharashtra,0.58,71
245,Nisha Kapoor,Female,06-09-1994,Salaried,Nashik,Maharashtra,0.23,29
246,Sai Nair,Male,04-10-1958,Retired,Agra,Uttar Pradesh,0.81,65
247,Ananya Jain,Other,04-06-1997,Government Employee,Bhopal,Madhya Pradesh,0.16,26
248,Sanjana Iyer,Female,06-07-1990,Teacher,Aurangabad,Maharashtra,0.67,33
249,Vivaan Bose,Other,11-03-1945,Retired,Vasai-Virar,Maharashtra,0.83,78
250,Aditya Iyer,Male,22-07-1943,Retired,Aurangabad,Maharashtra,0.69,80
251,Sneha Shetty,Female,07-01-2003,Student,Patna,Bihar,0.75,20
252,Aadhya Banerjee,Other,09-02-1942,Retired,Navi Mumbai,Maharashtra,0.54,81
253,Ishaan Bose,Male,25-11-1953,Retired,Bhopal,Madhya Pradesh,0.84,70
254,Vivaan Gupta,Male,16-03-1964,Salaried,Howrah,West Bengal,0.82,59
255,Vivaan Gowda,Other,19-01-1981,Self-employed,Agra,Uttar Pradesh,0.3,42
256,Krishna Jain,Other,22-09-1973,Government Employee,Kolkata,West Bengal,0.92,50
257,Diya Nair,Female,11-12-1991,Self-employed,Bhopal,Madhya Pradesh,0.49,32
258,Ishita Naidu,Other,13-02-1950,Retired,Dhanbad,Jharkhand,0.68,73
259,Ananya Chopra,Female,03-12-2007,Student,Varanasi,Uttar Pradesh,0.82,16
260,Myra Khan,Other,17-06-1944,Retired,Allahabad,Uttar Pradesh,0.17,79
261,Riya Rao,Female,07-10-2003,Student,Pune,Maharashtra,0.45,20
262,Rahul Khan,Male,03-05-1969,Self-employed,Vijayawada,Andhra Pradesh,0.28,54
263,Avni Patel,Female,21-12-2000,Salaried,Thane,Maharashtra,0.64,23
264,Anika Gupta,Other,01-08-1979,Self-employed,Mumbai,Maharashtra,0.79,44
265,Ananya Gupta,Female,04-02-1958,Retired,Ghaziabad,Uttar Pradesh,0.84,65
266,Reyansh Rao,Male,20-01-1999,Self-employed,Vijayawada,Andhra Pradesh,0.45,24
267,Rohan Naidu,Other,04-02-1951,Retired,Jaipur,Rajasthan,0.58,72
268,Ishita Singh,Female,18-04-1972,Business Owner,Coimbatore,Tamil Nadu,0.75,51
269,Kiara Jain,Other,24-04-1941,Retired,Meerut,Uttar Pradesh,0.63,82
270,Vihaan Reddy,Male,21-11-1945,Retired,Ghaziabad,Uttar Pradesh,0.4,78
271,Kavya Rao,Other,01-02-1947,Retired,Howrah,West Bengal,0.06,76
272,Ayaan Iyer,Male,25-09-1971,Lawyer,Rajkot,Gujarat,0.68,52
273,Sai Gowda,Male,17-02-1972,Self-employed,Indore,Madhya Pradesh,0.53,51
274,Sara Nair,Female,28-12-1968,Salaried,Bhopal,Madhya Pradesh,0.27,55
275,Aadhya Verma,Female,05-12-1985,Engineer,Raipur,Chhattisgarh,0.2,38
276,Sara Kapoor,Female,24-05-1960,Retired,Pune,Maharashtra,0.35,63
277,Diya Shetty,Female,02-06-1944,Retired,Aurangabad,Maharashtra,0.2,79
278,Shaurya Shetty,Male,02-01-1978,Salaried,Mumbai,Maharashtra,0.09,46
279,Kavya Verma,Female,14-04-1954,Retired,Ghaziabad,Uttar Pradesh,0.79,69
280,Priya Verma,Other,13-01-1979,Self-employed,Ahmedabad,Gujarat,0.83,44
281,Ananya Sharma,Female,24-05-2001,Student,Jabalpur,Madhya Pradesh,0.47,22
282,Aadhya Khan,Other,01-07-1976,Lawyer,Thane,Maharashtra,0.36,47
283,Reyansh Sharma,Other,08-09-1968,Teacher,Rajkot,Gujarat,0.92,55
284,Vihaan Verma,Male,15-06-1941,Retired,Chennai,Tamil Nadu,0.5,82
285,Arjun Shetty,Other,08-03-2000,Government Employee,Patna,Bihar,0.82,23
286,Myra Chopra,Female,05-04-2007,Student,Howrah,West Bengal,0.19,16
287,Vivaan Naidu,Male,15-04-1962,Retired,Vadodara,Gujarat,0.29,61
288,Rohan Gowda,Male,20-01-2001,Student,Chennai,Tamil Nadu,0.92,22
289,Avni Jain,Female,28-07-1985,Engineer,Vasai-Virar,Maharashtra,0.72,38
290,Ayaan Singh,Male,05-04-2006,Student,Nagpur,Maharashtra,0.39,17
291,Arjun Shetty,Other,01-02-1974,Government Employee,Ahmedabad,Gujarat,0.86,49
292,Sneha Chopra,Female,06-01-2002,Student,Ranchi,Jharkhand,0.79,22
293,Priya Rao,Female,09-03-1985,Teacher,Pimpri-Chinchwad,Maharashtra,0.85,38
294,Krishna Reddy,Male,16-09-1944,Retired,Hyderabad,Telangana,0.3,79
295,Reyansh Yadav,Male,12-12-2005,Student,Srinagar,Jammu & Kashmir,0.75,18
296,Sanjana Chopra,Female,20-06-1973,Teacher,Thane,Maharashtra,0.86,50
297,Sanjana Menon,Female,08-02-1978,Government Employee,Jodhpur,Rajasthan,0.29,45
298,Nisha Iyer,Other,26-06-2003,Student,Raipur,Chhattisgarh,0.87,20
299,Vivaan Shetty,Male,27-04-1989,Government Employee,Aurangabad,Maharashtra,0.33,34
300,Nisha Gowda,Female,11-01-2005,Student,Jabalpur,Madhya Pradesh,0.78,18
301,Riya Chopra,Female,09-06-2002,Student,Pune,Maharashtra,0.82,21
302,Rahul Shetty,Male,06-03-1964,Salaried,Kalyan-Dombivli,Maharashtra,0.63,59
303,Sai Gowda,Male,13-03-1979,Doctor,Vadodara,Gujarat,0.16,44
304,Nisha Iyer,Other,26-06-2003,Student,Jabalpur,Madhya Pradesh,0.63,20
305,Arjun Chopra,Male,06-06-1977,Salaried,Gwalior,Madhya Pradesh,0.79,46
306,Kiara Chopra,Other,20-03-1963,Retired,Agra,Uttar Pradesh,0.76,60
307,Shaurya Naidu,Other,12-07-1955,Retired,Navi Mumbai,Maharashtra,0.14,68
308,Aadhya Nair,Female,10-01-1987,Business Owner,Delhi,Delhi,0.29,37
